Input File: BinPacking_1000.txt Bin Capacity: 1000 algorithm type: Best Fit Decreasing # of Bin: 61 Time: 256ms
589, 15
1099, 14
1027, 14
318, 14
110, 13
524, 13
327, 13
717, 13
873, 13
423, 13
740, 13
304, 13
839, 13
291, 13
635, 12
629, 12
211, 12
425, 12
924, 12
395, 12
138, 12
898, 12
522, 11
724, 11
780, 11
417, 11
350, 11
247, 11
862, 11
1069, 11
268, 11
1043, 10
1046, 10
322, 10
Bin #61: 11, 110
697, 10
289, 10
442, 10
995, 10
481, 10
107, 10
276, 10
767, 10
955, 10
685, 10
1081, 10
